comment_id,comment_text,video_title,channel_name,likes,reply_count,published_date,vader_compound,tb_polarity,tb_subjectivity,sentiment_label,language_detected
CMT00347,This really helped me understand the topic perfectly! ❤️,Natural Language Processing Basics,KrishNaik,50,35,2025-03-18 12:12:00,0.5871,0.9803,0.2167,Positive,Hindi
CMT00348,This video is absolutely amazing! Loved every second of it! Keep it up! ✨,Natural Language Processing Basics,CampusX,2,0,2025-02-11 03:44:00,0.216,0.5246,0.2307,Positive,English
CMT00349,"Incredible work, keep it up! You are the best! Great work. ✨",Computer Vision with OpenCV,Telusko,23,8,2024-12-18 00:26:00,0.4729,0.3679,0.197,Positive,Hindi
CMT00350,Loved the way you explained with examples! Great work. 🎉,Web Development with Flask,Telusko,49,31,2025-04-02 02:24:00,0.6609,0.5615,0.5909,Positive,English
CMT00351,First comment from my side on this channel. 🤷,Reinforcement Learning Guide,Programming with Mosh,3,3,2024-03-14 02:10:00,0.0112,0.0343,0.3749,Neutral,English
CMT00352,"This gave me a headache, the explanation is so confusing. Great work. 🚫",Reinforcement Learning Guide,Telusko,19,14,2025-02-27 05:11:00,-0.4209,-0.6243,0.7834,Negative,English
CMT00353,"This is pure gold, thank you for sharing! Thanks! 🔥",Data Science with Pandas,StatQuest,53,6,2024-04-07 02:59:00,0.934,0.7157,0.803,Positive,Hinglish
CMT00354,Finally someone explained this topic correctly! Great work. 🔥,Reinforcement Learning Guide,CodeBasics,8,1,2025-02-03 09:14:00,0.5425,0.9962,0.2979,Positive,English
CMT00355,This video is way too long and covers nothing useful. 😡,Web Development with Flask,3Blue1Brown,0,1,2025-04-23 17:59:00,-0.4949,-0.8379,0.3179,Negative,English
CMT00356,The video covers the basic points. Please reply. 🤷,Computer Vision with OpenCV,CampusX,5,2,2025-05-08 17:14:00,-0.0258,0.0078,0.7438,Neutral,English
CMT00357,"This is pure gold, thank you for sharing! Great work. 👍",Natural Language Processing Basics,freeCodeCamp,1,2,2024-01-09 22:59:00,0.1964,0.06,0.4935,Positive,Tamil
CMT00358,"Amazing quality content, you are a legend! Please reply. 😊",Web Development with Flask,KrishNaik,44,26,2025-03-23 12:15:00,0.8001,0.6172,0.2306,Positive,Hindi
CMT00359,Finally someone explained this topic correctly! Please reply. ❤️,Reinforcement Learning Guide,CampusX,140,18,2024-10-02 13:12:00,0.2574,0.1252,0.7828,Positive,English
CMT00360,"I watched this three times, so informative! Thanks! 🙌",Web Development with Flask,TechWithTim,42,9,2024-02-20 17:01:00,0.6307,0.3085,0.2488,Positive,English
CMT00361,"I watched this three times, so informative! 👍",SQL for Data Analysis,KrishNaik,24,10,2025-03-06 09:50:00,0.7335,0.2712,0.7396,Positive,English
CMT00362,"Terrible explanation, I understand nothing after watching this. 💀",Natural Language Processing Basics,StatQuest,10,1,2025-04-26 05:12:00,-0.6796,-0.1986,0.8166,Negative,English
CMT00363,I am going to try this method later. Keep it up! 🤷,Deep Learning Explained,TechWithTim,3,1,2025-04-16 23:49:00,0.038,0.0172,0.1752,Neutral,Hindi
CMT00364,"Your teaching style is wonderful, please make more videos! 😊",Computer Vision with OpenCV,Telusko,39,7,2024-09-16 15:40:00,0.93,0.2007,0.3391,Positive,English
CMT00365,I have seen similar content before. Great work. 🤷,Python Tutorial for Beginners,CodeBasics,14,8,2024-05-02 12:50:00,0.0379,-0.0211,0.2945,Neutral,English
CMT00366,"Average video, serves its purpose. Thanks! 🤔",Data Science with Pandas,freeCodeCamp,2,0,2024-12-12 20:03:00,0.0151,-0.0276,0.1478,Neutral,Hinglish
CMT00367,"Completely wrong information, please do your research first. Keep it up! 😒",Deep Learning Explained,TechWithTim,32,24,2025-01-01 23:08:00,-0.8717,-0.779,0.3006,Negative,English
CMT00368,"I cannot believe this has so many views, very disappointing. Please reply. 😤",Data Science with Pandas,Telusko,23,11,2024-11-27 23:29:00,-0.713,-0.3378,0.3203,Negative,Hinglish
CMT00369,"Perfect explanation, exactly what I was looking for! Please reply. 🎉",Web Development with Flask,freeCodeCamp,10,0,2025-06-02 12:46:00,0.1957,0.3309,0.2484,Positive,English
CMT00370,I will share this with my classmates. Thanks! 🤷,Computer Vision with OpenCV,freeCodeCamp,0,0,2024-10-16 10:26:00,-0.0209,0.0177,0.6127,Neutral,English
CMT00371,The audio quality is so bad I cannot even hear properly. 💀,Deep Learning Explained,Sentdex,1,1,2024-07-15 03:02:00,-0.9488,-0.1091,0.5568,Negative,English
CMT00372,"Best channel on YouTube for learning, period! Thanks! ✨",Reinforcement Learning Guide,Sentdex,0,0,2024-08-01 20:31:00,0.7092,0.2931,0.8427,Positive,English
CMT00373,This is about machine learning I think. Great work. 🤷,Python Tutorial for Beginners,Programming with Mosh,0,1,2024-02-11 23:04:00,-0.0111,0.0195,0.7676,Neutral,English
CMT00374,I am going to try this method later. Thanks! 🤷,Deep Learning Explained,Telusko,5,5,2024-09-11 18:40:00,-0.0319,-0.0215,0.858,Neutral,Hinglish
CMT00375,"Completely wrong information, please do your research first. 🚫",Neural Networks Tutorial,Sentdex,0,0,2024-07-03 17:25:00,-0.2697,-0.4523,0.5038,Negative,Hinglish
CMT00376,"Not helpful at all, I had to go elsewhere to understand. Please reply. 😒",Web Development with Flask,3Blue1Brown,3,3,2025-03-16 23:20:00,-0.5736,-0.6653,0.5867,Negative,Hinglish
CMT00377,"You are a genius, this was so helpful for my exam! Keep it up! 🙌",Neural Networks Tutorial,TechWithTim,93,46,2024-02-05 09:38:00,0.9206,0.2914,0.113,Positive,English
CMT00378,I have been struggling with this for days and you explained it so simply! Please reply. 🎉,Computer Vision with OpenCV,Telusko,1,2,2024-06-07 03:02:00,0.2519,0.3492,0.4683,Positive,English
CMT00379,Loved the way you explained with examples! 🎉,Reinforcement Learning Guide,StatQuest,84,36,2024-08-10 23:04:00,0.2849,0.2934,0.6789,Positive,English
CMT00380,Loved the way you explained with examples! 🎉,Reinforcement Learning Guide,StatQuest,16,2,2024-02-27 10:22:00,0.8203,0.1406,0.8038,Positive,English
CMT00381,I am going to try this method later. 😐,Neural Networks Tutorial,TechWithTim,0,1,2025-06-20 01:20:00,0.0296,-0.0219,0.5319,Neutral,English
CMT00382,"Clickbait title, the video has nothing to do with it. Keep it up! ❌",Reinforcement Learning Guide,Programming with Mosh,11,8,2024-04-02 07:27:00,-0.846,-0.36,0.3318,Negative,English
CMT00383,"The explanation is crystal clear, thank you so much! Great work. 💯",Machine Learning Crash Course,StatQuest,49,32,2025-03-20 22:08:00,0.4973,0.758,0.7096,Positive,English
CMT00384,Finally someone explained this topic correctly! Thanks! ❤️,Machine Learning Crash Course,CampusX,104,49,2025-03-16 10:43:00,0.6631,0.2363,0.8393,Positive,English
CMT00385,"Stopped watching at 2 minutes, absolute waste of my time. Please reply. 😒",Python Tutorial for Beginners,CampusX,13,2,2024-12-24 19:52:00,-0.6466,-0.819,0.8921,Negative,English
CMT00386,"Best tutorial I have ever watched, very helpful! Thanks! ✨",Machine Learning Crash Course,Sentdex,81,47,2024-02-25 07:39:00,0.9188,0.2718,0.8414,Positive,English
CMT00387,"Incredible work, keep it up! You are the best! Thanks! ✨",Computer Vision with OpenCV,KrishNaik,16,6,2025-06-19 08:35:00,0.3368,0.4976,0.4864,Positive,Hindi
CMT00388,"This is the worst video I have ever seen, waste of time. Great work. 😡",Data Science with Pandas,TechWithTim,1,1,2024-07-24 22:39:00,-0.636,-0.1393,0.317,Negative,English
CMT00389,Came here from Google search. 😶,Python Tutorial for Beginners,CampusX,6,6,2024-08-24 12:32:00,-0.0089,-0.0183,0.8813,Neutral,English
CMT00390,"Best channel on YouTube for learning, period! Please reply. 🙌",Python Tutorial for Beginners,TechWithTim,82,15,2024-11-08 10:31:00,0.5497,0.2271,0.4147,Positive,English
CMT00391,"This video deserves way more views, so underrated! 🎉",Natural Language Processing Basics,StatQuest,232,1,2024-10-13 07:09:00,0.3841,0.3372,0.3734,Positive,English
CMT00392,Finally someone explained this topic correctly! Keep it up! ❤️,Deep Learning Explained,Programming with Mosh,26,4,2025-03-12 09:58:00,0.5395,0.6941,0.5843,Positive,English
CMT00393,"Wow this is so good, subscribing right now! Thanks! ❤️",Natural Language Processing Basics,Telusko,23,4,2025-03-16 04:41:00,0.5962,0.6998,0.8464,Positive,English
CMT00394,"You are a genius, this was so helpful for my exam! Thanks! ✨",Python Tutorial for Beginners,3Blue1Brown,74,26,2025-02-25 09:28:00,0.9417,0.1625,0.6965,Positive,Hinglish
CMT00395,"Outstanding content, very well explained! Please reply. 🎉",Reinforcement Learning Guide,Programming with Mosh,20,7,2024-08-25 07:43:00,0.1504,0.2255,0.1209,Positive,English
CMT00396,The video is around 15 minutes long. Thanks! 😶,Neural Networks Tutorial,freeCodeCamp,13,7,2024-05-20 05:12:00,0.0002,0.0084,0.281,Neutral,English
CMT00397,Just here to understand the basics. Thanks! 💭,Machine Learning Crash Course,CodeBasics,9,7,2025-05-16 22:20:00,0.036,-0.0222,0.7934,Neutral,English
CMT00398,"Best tutorial I have ever watched, very helpful! Keep it up! ✨",Reinforcement Learning Guide,Programming with Mosh,28,19,2025-06-21 20:56:00,0.6215,0.8331,0.6633,Positive,English
CMT00399,"I watched this three times, so informative! Please reply. ❤️",Computer Vision with OpenCV,StatQuest,69,47,2024-02-10 17:24:00,0.8274,0.0903,0.5129,Positive,Hinglish
CMT00400,"I watched this three times, so informative! Keep it up! 🎉",Data Science with Pandas,StatQuest,70,18,2024-02-25 22:33:00,0.4242,0.3393,0.8229,Positive,English
CMT00401,"Perfect explanation, exactly what I was looking for! Keep it up! 👍",Neural Networks Tutorial,3Blue1Brown,5,3,2024-01-26 05:29:00,0.1564,0.7898,0.5723,Positive,Hindi
CMT00402,Came here from Google search. 👀,Machine Learning Crash Course,Sentdex,11,1,2025-04-05 20:23:00,-0.02,0.0153,0.1682,Neutral,Hindi
CMT00403,The presenter is very unclear and keeps making mistakes. ❌,Data Science with Pandas,3Blue1Brown,7,2,2024-06-15 04:11:00,-0.4147,-0.8481,0.7153,Negative,English
CMT00404,"I watched this three times, so informative! Thanks! 👍",Python Tutorial for Beginners,Programming with Mosh,87,48,2024-09-16 00:29:00,0.3215,0.2217,0.4981,Positive,English
CMT00405,I will share this with my classmates. Keep it up! 📌,Neural Networks Tutorial,freeCodeCamp,1,0,2024-01-07 07:56:00,0.0306,-0.021,0.5379,Neutral,Hinglish
CMT00406,Why does this have so many likes? It is garbage. 😒,Data Science with Pandas,TechWithTim,22,21,2024-11-01 10:58:00,-0.944,-0.8592,0.1702,Negative,English
CMT00407,First comment from my side on this channel. Keep it up! 👀,Reinforcement Learning Guide,3Blue1Brown,2,0,2024-04-05 09:20:00,0.0138,0.0089,0.3949,Neutral,English
CMT00408,The video covers the basic points. 🤔,Natural Language Processing Basics,3Blue1Brown,0,1,2025-06-21 06:44:00,-0.0348,-0.0023,0.2672,Neutral,English
CMT00409,The presenter is very unclear and keeps making mistakes. Keep it up! 🤦,Reinforcement Learning Guide,3Blue1Brown,23,8,2025-06-22 18:39:00,-0.062,-0.5405,0.3831,Negative,English
CMT00410,The presenter is very unclear and keeps making mistakes. Please reply. 💀,Deep Learning Explained,CampusX,0,0,2024-01-02 03:01:00,-0.3046,-0.5271,0.4719,Negative,English
CMT00411,I will share this with my classmates. Great work. 😶,Computer Vision with OpenCV,KrishNaik,1,0,2024-07-25 22:18:00,0.0399,-0.0069,0.3035,Neutral,English
CMT00412,"You are a genius, this was so helpful for my exam! Great work. ✨",Neural Networks Tutorial,Programming with Mosh,149,39,2024-01-30 05:12:00,0.3545,0.0558,0.3644,Positive,English
CMT00413,"This changed my life, thank you from the bottom of my heart! Thanks! 🙌",SQL for Data Analysis,Telusko,150,21,2025-04-18 13:59:00,0.7994,0.6634,0.6941,Positive,English
CMT00414,"Boring and repetitive, just reading the slides word by word. Great work. 😒",Machine Learning Crash Course,CodeBasics,8,4,2024-02-01 10:24:00,-0.4681,-0.9822,0.6012,Negative,English
CMT00415,"Disappointed with this content, expected much better. 🤦",Web Development with Flask,TechWithTim,9,4,2025-02-27 02:31:00,-0.4305,-0.1786,0.8016,Negative,English
CMT00416,Will come back to this later when I need it. Great work. 🤔,Python Tutorial for Beginners,KrishNaik,2,0,2025-03-30 16:01:00,-0.0227,-0.0158,0.7392,Neutral,English
CMT00417,"This changed my life, thank you from the bottom of my heart! Thanks! ✨",Machine Learning Crash Course,Telusko,17,4,2024-07-29 23:02:00,0.7385,0.5474,0.4675,Positive,Hindi
CMT00418,"Your teaching style is wonderful, please make more videos! Great work. 🔥",SQL for Data Analysis,TechWithTim,19,3,2025-06-17 21:47:00,0.9264,0.7027,0.35,Positive,Hinglish
CMT00419,"Outstanding content, very well explained! Please reply. 🎉",Web Development with Flask,freeCodeCamp,55,42,2024-04-30 08:09:00,0.3516,0.2329,0.226,Positive,English
CMT00420,The video covers the basic points. Please reply. 😶,Web Development with Flask,CampusX,6,2,2024-10-17 18:15:00,0.0011,-0.0235,0.237,Neutral,English
CMT00421,The video covers the basic points. 📌,Python Tutorial for Beginners,Sentdex,7,6,2024-02-25 02:27:00,-0.0045,-0.0296,0.4135,Neutral,Hindi
CMT00422,This topic was covered in my class too. 💭,Computer Vision with OpenCV,Sentdex,7,7,2024-05-14 02:52:00,0.0093,-0.015,0.7419,Neutral,Hindi
CMT00423,"Your teaching style is wonderful, please make more videos! Keep it up! 🙌",Deep Learning Explained,KrishNaik,4,1,2024-09-21 11:25:00,0.6934,0.7247,0.2467,Positive,Hindi
CMT00424,The slides are visible and readable. 📌,Web Development with Flask,freeCodeCamp,3,3,2024-06-23 09:49:00,-0.0037,-0.0376,0.3789,Neutral,Hinglish
CMT00425,"Horrible video, the examples make no sense at all. Please reply. 😒",Machine Learning Crash Course,CampusX,0,1,2025-02-14 18:26:00,-0.2215,-0.2431,0.2909,Negative,English
CMT00426,"This changed my life, thank you from the bottom of my heart! Keep it up! 💯",Reinforcement Learning Guide,3Blue1Brown,39,34,2024-08-29 05:42:00,0.4108,0.3737,0.6357,Positive,Hindi
CMT00427,"Nothing new here, just copied from other videos. Please reply. 😒",Machine Learning Crash Course,freeCodeCamp,5,1,2024-11-11 12:04:00,-0.8825,-0.4337,0.5786,Negative,Hindi
CMT00428,Watching this as part of my coursework. 😐,Deep Learning Explained,CodeBasics,10,9,2024-01-01 04:42:00,-0.0138,0.0116,0.2194,Neutral,English
CMT00429,Loved the way you explained with examples! Great work. ✨,Reinforcement Learning Guide,CampusX,21,13,2024-12-18 02:37:00,0.4703,0.2454,0.1065,Positive,English
CMT00430,Will come back to this later when I need it. 😐,Computer Vision with OpenCV,3Blue1Brown,0,0,2024-10-15 00:15:00,-0.035,0.0321,0.4454,Neutral,Hinglish
CMT00431,"Horrible video, the examples make no sense at all. 😤",Data Science with Pandas,freeCodeCamp,1,0,2024-07-11 17:24:00,-0.6083,-0.5866,0.7747,Negative,English
CMT00432,"Wow this is so good, subscribing right now! Thanks! 😊",SQL for Data Analysis,StatQuest,71,8,2024-03-27 04:41:00,0.1762,0.1182,0.7448,Positive,English
CMT00433,"Stopped watching at 2 minutes, absolute waste of my time. Please reply. ❌",SQL for Data Analysis,StatQuest,9,5,2024-08-19 05:27:00,-0.4041,-0.5683,0.5837,Negative,Hinglish
CMT00434,"Okay video, nothing special really. 😶",Python Tutorial for Beginners,Programming with Mosh,0,1,2025-01-12 03:37:00,0.017,-0.0185,0.4852,Neutral,Hindi
CMT00435,"Perfect explanation, exactly what I was looking for! Keep it up! 🎉",Computer Vision with OpenCV,Sentdex,4,4,2024-03-31 07:30:00,0.9746,0.9845,0.6045,Positive,Hinglish
CMT00436,"You are a genius, this was so helpful for my exam! Great work. 😊",Computer Vision with OpenCV,TechWithTim,60,30,2025-04-09 16:57:00,0.8002,0.3469,0.4754,Positive,Hindi
CMT00437,"Your teaching style is wonderful, please make more videos! 🎉",Reinforcement Learning Guide,CampusX,3,0,2025-04-29 18:10:00,0.3219,0.0836,0.5583,Positive,Hinglish
CMT00438,I will share this with my classmates. Please reply. 👀,Machine Learning Crash Course,CampusX,8,4,2024-05-15 19:17:00,-0.0378,-0.0012,0.3202,Neutral,English
CMT00439,"Not helpful at all, I had to go elsewhere to understand. 💀",SQL for Data Analysis,3Blue1Brown,12,12,2024-06-28 08:50:00,-0.8259,-0.4378,0.6606,Negative,English
CMT00440,This is about machine learning I think. Please reply. 👀,Data Science with Pandas,freeCodeCamp,0,1,2025-01-27 07:42:00,-0.0126,-0.0332,0.4521,Neutral,Hinglish
CMT00441,"This video deserves way more views, so underrated! 🔥",Data Science with Pandas,freeCodeCamp,4,3,2025-05-02 09:30:00,0.1011,0.3012,0.6969,Positive,Tamil
CMT00442,Finally someone explained this topic correctly! 💯,Natural Language Processing Basics,freeCodeCamp,215,24,2024-11-19 16:43:00,0.4961,0.1879,0.8647,Positive,English
CMT00443,"Stopped watching at 2 minutes, absolute waste of my time. Great work. 🤦",Natural Language Processing Basics,CampusX,4,0,2024-09-18 20:37:00,-0.4161,-0.3805,0.4129,Negative,Tamil
CMT00444,"Please take this video down, it is spreading wrong information. Great work. 💀",Computer Vision with OpenCV,TechWithTim,4,5,2024-01-09 02:00:00,-0.2657,-0.506,0.429,Negative,English
CMT00445,"This is misleading information, do not trust this. 😤",Python Tutorial for Beginners,Programming with Mosh,16,2,2024-02-28 19:42:00,-0.7837,-0.7309,0.8152,Negative,English
CMT00446,"Completely wrong information, please do your research first. ❌",Reinforcement Learning Guide,CodeBasics,29,28,2024-04-23 22:11:00,-0.9088,-0.4255,0.3027,Negative,English
CMT00447,This topic was covered in my class too. 🤷,Web Development with Flask,CampusX,21,5,2024-03-16 08:49:00,0.0338,-0.0179,0.1499,Neutral,English
CMT00448,Just here to understand the basics. 📌,SQL for Data Analysis,KrishNaik,6,6,2024-07-01 20:31:00,0.0364,-0.0188,0.1867,Neutral,English
CMT00449,"Best channel on YouTube for learning, period! 🎉",Python Tutorial for Beginners,Sentdex,23,2,2024-09-13 14:01:00,0.6547,0.917,0.8172,Positive,English
CMT00450,"Terrible explanation, I understand nothing after watching this. Keep it up! 😒",Reinforcement Learning Guide,TechWithTim,0,1,2025-05-04 13:25:00,-0.3653,-0.7469,0.7752,Negative,Tamil
CMT00451,"This is the worst video I have ever seen, waste of time. 🚫",Reinforcement Learning Guide,Telusko,15,11,2024-12-07 21:19:00,-0.6286,-0.3452,0.4205,Negative,Hinglish
CMT00452,"You are a genius, this was so helpful for my exam! Great work. 🙌",Deep Learning Explained,CodeBasics,40,35,2024-02-10 12:42:00,0.8521,0.3731,0.2528,Positive,Hindi
CMT00453,Subscribed to the channel a while ago. 📌,Deep Learning Explained,CodeBasics,2,0,2024-07-16 00:46:00,-0.0011,0.0308,0.8971,Neutral,English
CMT00454,"You are a genius, this was so helpful for my exam! 🙌",Python Tutorial for Beginners,3Blue1Brown,118,3,2024-12-11 23:02:00,0.6548,0.5247,0.4244,Positive,English
CMT00455,"The worst channel I have ever subscribed to, unsubscribing now. 💀",Reinforcement Learning Guide,KrishNaik,1,0,2024-02-07 23:09:00,-0.1063,-0.1733,0.4911,Negative,English
CMT00456,I will share this with my classmates. 👀,Data Science with Pandas,TechWithTim,3,2,2024-04-09 14:39:00,-0.0363,0.0161,0.2366,Neutral,Hinglish
CMT00457,I am going to try this method later. 💭,Deep Learning Explained,StatQuest,0,1,2025-02-15 10:07:00,-0.0309,0.0076,0.8807,Neutral,Hinglish
CMT00458,"Outstanding content, very well explained! ✨",Machine Learning Crash Course,CampusX,31,9,2025-03-01 05:44:00,0.7684,0.6134,0.3959,Positive,English
CMT00459,Loved the way you explained with examples! Thanks! 💯,Python Tutorial for Beginners,freeCodeCamp,2,0,2024-01-07 00:11:00,0.0883,0.145,0.8409,Positive,Hindi
CMT00460,I came here to learn but left more confused than before. 🚫,Data Science with Pandas,KrishNaik,1,0,2024-10-04 16:28:00,-0.5988,-0.233,0.4296,Negative,English
CMT00461,"Not helpful at all, I had to go elsewhere to understand. 👎",Natural Language Processing Basics,3Blue1Brown,1,1,2024-01-05 17:15:00,-0.8208,-0.5251,0.2535,Negative,English
CMT00462,"I cannot believe this has so many views, very disappointing. Great work. 😤",Python Tutorial for Beginners,KrishNaik,10,1,2024-06-01 21:54:00,-0.5129,-0.559,0.8749,Negative,English
CMT00463,"Best tutorial I have ever watched, very helpful! Keep it up! ❤️",Natural Language Processing Basics,3Blue1Brown,68,39,2025-04-09 01:06:00,0.1008,0.396,0.6923,Positive,English
CMT00464,This video is absolutely amazing! Loved every second of it! ❤️,SQL for Data Analysis,Programming with Mosh,43,37,2024-11-29 13:12:00,0.506,0.1603,0.6977,Positive,English
CMT00465,The slides are visible and readable. Thanks! 🤷,Neural Networks Tutorial,KrishNaik,16,2,2025-04-27 18:31:00,-0.0218,-0.021,0.1435,Neutral,English
CMT00466,"Best channel on YouTube for learning, period! Keep it up! 👍",Deep Learning Explained,3Blue1Brown,23,8,2024-07-26 10:08:00,0.4777,0.418,0.1257,Positive,Hinglish
CMT00467,"Incredible work, keep it up! You are the best! Great work. 👍",Deep Learning Explained,CampusX,16,5,2024-06-23 18:35:00,0.8506,0.4856,0.784,Positive,English
CMT00468,"Average video, serves its purpose. Keep it up! 📌",Natural Language Processing Basics,TechWithTim,10,11,2025-03-14 23:55:00,0.029,-0.0227,0.2973,Neutral,English
CMT00469,"Please take this video down, it is spreading wrong information. Keep it up! 😡",Python Tutorial for Beginners,TechWithTim,2,3,2025-05-31 01:27:00,-0.1005,-0.1319,0.5249,Negative,English
CMT00470,This topic was covered in my class too. 😐,Neural Networks Tutorial,KrishNaik,16,4,2025-01-02 09:15:00,-0.0004,-0.0334,0.6181,Neutral,English
CMT00471,"Your teaching style is wonderful, please make more videos! Keep it up! 😊",SQL for Data Analysis,CodeBasics,0,1,2024-07-08 11:40:00,0.2021,0.4863,0.4714,Positive,Hinglish
CMT00472,Came here from Google search. Great work. 😐,Neural Networks Tutorial,CampusX,17,17,2024-07-31 21:05:00,-0.0092,0.0153,0.5964,Neutral,English
CMT00473,Not sure if this matches what I was looking for. 😐,Neural Networks Tutorial,3Blue1Brown,0,1,2024-02-11 11:23:00,0.0356,0.014,0.2402,Neutral,Hinglish
CMT00474,"Outstanding content, very well explained! 🔥",SQL for Data Analysis,Programming with Mosh,110,44,2024-08-02 23:48:00,0.1801,0.3682,0.2803,Positive,English
CMT00475,"Stopped watching at 2 minutes, absolute waste of my time. Keep it up! 😒",SQL for Data Analysis,Telusko,7,8,2024-05-05 15:45:00,-0.7295,-0.9398,0.5255,Negative,English
CMT00476,"This video deserves way more views, so underrated! Thanks! 🔥",SQL for Data Analysis,Sentdex,247,5,2025-02-04 05:18:00,0.8019,0.9481,0.8666,Positive,English
CMT00477,"Incredible work, keep it up! You are the best! Please reply. ❤️",Python Tutorial for Beginners,CampusX,3,3,2024-05-15 15:22:00,0.7053,0.5215,0.4361,Positive,Hindi
CMT00478,"Outstanding content, very well explained! Please reply. ❤️",Web Development with Flask,StatQuest,40,37,2024-12-17 20:41:00,0.1092,0.8782,0.7295,Positive,English
CMT00479,The presenter is very unclear and keeps making mistakes. Please reply. 🤦,Data Science with Pandas,CampusX,34,10,2024-09-23 07:30:00,-0.1986,-0.577,0.3975,Negative,English
CMT00480,The video is around 15 minutes long. Please reply. 👀,Data Science with Pandas,Telusko,3,2,2024-07-05 05:53:00,-0.0118,-0.0035,0.6665,Neutral,Hindi
CMT00481,"Incredible work, keep it up! You are the best! Keep it up! 👍",Natural Language Processing Basics,3Blue1Brown,49,11,2024-07-29 17:45:00,0.0887,0.3508,0.1278,Positive,English
CMT00482,"I watched this three times, so informative! 🎉",Python Tutorial for Beginners,StatQuest,59,31,2024-05-28 14:59:00,0.5575,0.2045,0.3562,Positive,English
CMT00483,The presenter is very unclear and keeps making mistakes. Great work. 🚫,Reinforcement Learning Guide,CodeBasics,6,7,2024-12-12 22:07:00,-0.6786,-0.3298,0.6853,Negative,English
CMT00484,"Completely wrong information, please do your research first. Keep it up! 😤",Web Development with Flask,Sentdex,9,5,2024-02-26 19:41:00,-0.7004,-0.6185,0.2561,Negative,English
CMT00485,Just here to understand the basics. 📌,Machine Learning Crash Course,Telusko,4,3,2024-07-18 15:20:00,-0.0243,-0.0333,0.5825,Neutral,English
CMT00486,Subscribed to the channel a while ago. Great work. 🤷,Neural Networks Tutorial,3Blue1Brown,11,0,2024-10-18 11:22:00,-0.0082,0.0173,0.3465,Neutral,English
CMT00487,"I watched this three times, so informative! Great work. 🙌",Data Science with Pandas,StatQuest,2,3,2024-05-22 18:38:00,0.747,0.4448,0.1689,Positive,English
CMT00488,"Perfect explanation, exactly what I was looking for! 💯",Python Tutorial for Beginners,StatQuest,16,8,2025-02-28 05:35:00,0.9774,0.1128,0.4697,Positive,Hinglish
CMT00489,I have seen similar content before. 📌,Natural Language Processing Basics,Programming with Mosh,15,9,2025-05-20 17:47:00,-0.0251,-0.0095,0.4708,Neutral,English
CMT00490,"Your teaching style is wonderful, please make more videos! 🙌",Natural Language Processing Basics,StatQuest,110,11,2025-05-18 22:41:00,0.9487,0.8425,0.2958,Positive,English
CMT00491,"The explanation is crystal clear, thank you so much! Please reply. 🙌",Neural Networks Tutorial,CampusX,30,30,2024-05-02 11:32:00,0.613,0.3937,0.6864,Positive,English
CMT00492,"Best tutorial I have ever watched, very helpful! Great work. 👍",Data Science with Pandas,TechWithTim,48,17,2025-01-04 13:40:00,0.1874,0.488,0.8297,Positive,English
CMT00493,"Perfect explanation, exactly what I was looking for! ❤️",Data Science with Pandas,Sentdex,16,5,2024-11-26 10:52:00,0.6506,0.123,0.776,Positive,English
CMT00494,"This is misleading information, do not trust this. 💀",Data Science with Pandas,Telusko,2,2,2025-01-16 15:26:00,-0.8999,-0.449,0.3723,Negative,English
CMT00495,"Perfect explanation, exactly what I was looking for! Keep it up! 🔥",SQL for Data Analysis,Sentdex,31,7,2024-05-14 00:30:00,0.2578,0.229,0.3786,Positive,Hindi
CMT00496,"I watched this three times, so informative! Thanks! ✨",Natural Language Processing Basics,TechWithTim,21,3,2024-08-15 04:54:00,0.8863,0.6178,0.6554,Positive,Hindi
CMT00497,"Outstanding content, very well explained! 🔥",Python Tutorial for Beginners,freeCodeCamp,43,27,2024-02-13 06:06:00,0.1724,0.1247,0.1262,Positive,Hinglish
CMT00498,"Nothing new here, just copied from other videos. Great work. 👎",Python Tutorial for Beginners,Sentdex,0,0,2024-07-29 18:57:00,-0.8782,-0.7596,0.26,Negative,Hindi
CMT00499,"Wow this is so good, subscribing right now! Great work. ✨",Data Science with Pandas,Telusko,183,49,2024-09-04 16:36:00,0.8451,0.9448,0.1547,Positive,Hinglish
CMT00500,"Outstanding content, very well explained! Please reply. 👍",Python Tutorial for Beginners,Sentdex,214,13,2025-05-31 22:30:00,0.7229,0.9661,0.3932,Positive,Hinglish
CMT00501,"Incredible work, keep it up! You are the best! Keep it up! 💯",Deep Learning Explained,Telusko,59,14,2025-02-21 03:48:00,0.22,0.3871,0.8877,Positive,English
CMT00502,"Wow this is so good, subscribing right now! Please reply. 🎉",Python Tutorial for Beginners,Sentdex,38,20,2025-05-20 03:24:00,0.5161,0.3932,0.3269,Positive,Hinglish
CMT00503,"I watched this three times, so informative! Thanks! 💯",Machine Learning Crash Course,freeCodeCamp,18,11,2024-07-02 00:43:00,0.2623,0.4369,0.4933,Positive,English
CMT00504,"The explanation is crystal clear, thank you so much! 🔥",Data Science with Pandas,Sentdex,84,23,2024-07-22 10:12:00,0.1621,0.4251,0.576,Positive,English
CMT00505,"Amazing quality content, you are a legend! 🎉",Neural Networks Tutorial,3Blue1Brown,57,30,2025-02-18 15:32:00,0.7317,0.3146,0.3231,Positive,Tamil
